date,cooling,heating,gdp,brent,dubai,disp_income,electricity_hh,electricity_nhh,gas_hh,gas_nhh
2017-10-01,0,1204.75,21933.6,61.53,59.206240981241,3.05008851140541,0.2351,0.2207,0.1002,0.0513
2018-01-01,0,1584.55,20274.1,66.8066666666667,63.9823662714097,6.62418711183381,0.246,0.2345,0.0977,0.0459
2018-04-01,2.42,162.39,22451.7,74.5,71.7267425810904,6.62418711183381,0.246,0.2345,0.0977,0.0459
2018-07-01,50.64,81.61,23673.5,75.2233333333333,73.9337990777339,6.62418711183381,0.237,0.2446,0.1058,0.0498
2018-10-01,0,1095.28,23030.8,67.7133333333333,66.876957462827,6.62418711183381,0.237,0.2446,0.1058,0.0498
2019-01-01,0,1424.36,21672.8,63.17,63.2214133885438,2.95736801124244,0.2556,0.2512,0.1211,0.0495
2019-04-01,23.78,375.38,23608,68.9233333333333,67.0757140974967,2.95736801124244,0.2556,0.2512,0.1211,0.0495
2019-07-01,41.31,92.75,24559.7,61.93,60.8159768492377,2.95736801124244,0.2486,0.2554,0.1232,0.0533
2019-10-01,0,1006.56,24207.5,63.41,61.4738045046741,2.95736801124244,0.2486,0.2554,0.1232,0.0533
2020-01-01,0,1399.65,21642.7,50.44,50.6648913043478,-0.248833025976901,0.2582,0.2663,0.1182,0.0518
2020-04-01,1.51,452.4,21533.9,29.3433333333333,31.5826118326119,-0.248833025976901,0.2582,0.2663,0.1182,0.0518
2020-07-01,18.44,71.6,24577.8,42.9633333333333,42.4832414204153,-0.248833025976901,0.268,0.2671,0.1221,0.0544
2020-10-01,0,1123.01,24324.9,44.29,43.8660772319468,-0.248833025976901,0.268,0.2671,0.1221,0.0544
