freq,unit,indic_nrg,geo\TIME_PERIOD	2000-01 	2000-02 	2000-03 	2000-04 	2000-05 	2000-06 	2000-07 	2000-08 	2000-09 	2000-10 	2000-11 	2000-12 	2001-01 	2001-02 	2001-03 	2001-04 	2001-05 	2001-06 	2001-07 	2001-08 	2001-09 	2001-10 	2001-11 	2001-12 	2002-01 	2002-02 	2002-03 	2002-04 	2002-05 	2002-06 	2002-07 	2002-08 	2002-09 	2002-10 	2002-11 	2002-12 	2003-01 	2003-02 	2003-03 	2003-04 	2003-05 	2003-06 	2003-07 	2003-08 	2003-09 	2003-10 	2003-11 	2003-12 	2004-01 	2004-02 	2004-03 	2004-04 	2004-05 	2004-06 	2004-07 	2004-08 	2004-09 	2004-10 	2004-11 	2004-12 	2005-01 	2005-02 	2005-03 	2005-04 	2005-05 	2005-06 	2005-07 	2005-08 	2005-09 	2005-10 	2005-11 	2005-12 	2006-01 	2006-02 	2006-03 	2006-04 	2006-05 	2006-06 	2006-07 	2006-08 	2006-09 	2006-10 	2006-11 	2006-12 	2007-01 	2007-02 	2007-03 	2007-04 	2007-05 	2007-06 	2007-07 	2007-08 	2007-09 	2007-10 	2007-11 	2007-12 	2008-01 	2008-02 	2008-03 	2008-04 	2008-05 	2008-06 	2008-07 	2008-08 	2008-09 	2008-10 	2008-11 	2008-12 	2009-01 	2009-02 	2009-03 	2009-04 	2009-05 	2009-06 	2009-07 	2009-08 	2009-09 	2009-10 	2009-11 	2009-12 	2010-01 	2010-02 	2010-03 	2010-04 	2010-05 	2010-06 	2010-07 	2010-08 	2010-09 	2010-10 	2010-11 	2010-12 	2011-01 	2011-02 	2011-03 	2011-04 	2011-05 	2011-06 	2011-07 	2011-08 	2011-09 	2011-10 	2011-11 	2011-12 	2012-01 	2012-02 	2012-03 	2012-04 	2012-05 	2012-06 	2012-07 	2012-08 	2012-09 	2012-10 	2012-11 	2012-12 	2013-01 	2013-02 	2013-03 	2013-04 	2013-05 	2013-06 	2013-07 	2013-08 	2013-09 	2013-10 	2013-11 	2013-12 	2014-01 	2014-02 	2014-03 	2014-04 	2014-05 	2014-06 	2014-07 	2014-08 	2014-09 	2014-10 	2014-11 	2014-12 	2015-01 	2015-02 	2015-03 	2015-04 	2015-05 	2015-06 	2015-07 	2015-08 	2015-09 	2015-10 	2015-11 	2015-12 	2016-01 	2016-02 	2016-03 	2016-04 	2016-05 	2016-06 	2016-07 	2016-08 	2016-09 	2016-10 	2016-11 	2016-12 	2017-01 	2017-02 	2017-03 	2017-04 	2017-05 	2017-06 	2017-07 	2017-08 	2017-09 	2017-10 	2017-11 	2017-12 	2018-01 	2018-02 	2018-03 	2018-04 	2018-05 	2018-06 	2018-07 	2018-08 	2018-09 	2018-10 	2018-11 	2018-12 	2019-01 	2019-02 	2019-03 	2019-04 	2019-05 	2019-06 	2019-07 	2019-08 	2019-09 	2019-10 	2019-11 	2019-12 	2020-01 	2020-02 	2020-03 	2020-04 	2020-05 	2020-06 	2020-07 	2020-08 	2020-09 	2020-10 	2020-11 	2020-12 	2021-01 	2021-02 	2021-03 	2021-04 	2021-05 	2021-06 	2021-07 	2021-08 	2021-09 	2021-10 	2021-11 	2021-12 
M,NR,CDD,AT	0.00 	0.00 	0.00 	0.00 	0.00 	7.93 	1.31 	9.19 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.35 	0.02 	5.19 	7.85 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	10.58 	5.16 	0.06 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.05 	10.11 	10.44 	25.18 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.08 	2.60 	2.26 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	1.01 	0.99 	8.61 	0.19 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	6.79 	21.07 	0.54 	0.37 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.50 	3.42 	19.67 	2.15 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.32 	3.14 	2.04 	1.32 	0.48 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.03 	0.11 	6.78 	2.97 	0.05 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	3.78 	20.59 	0.90 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.02 	0.18 	3.60 	12.84 	0.99 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.05 	0.05 	8.14 	13.45 	9.88 	0.06 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	10.75 	14.73 	21.15 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.05 	2.84 	4.80 	1.28 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	1.21 	33.64 	30.66 	2.02 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	4.41 	7.19 	0.68 	0.18 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.48 	7.21 	9.42 	18.94 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.37 	1.91 	7.91 	22.40 	0.10 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	15.69 	15.94 	8.05 	0.48 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.86 	4.31 	4.78 	0.05 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	12.04 	8.05 	4.53 	0.03 	0.00 	0.00 	0.00 
M,NR,CDD,BE	0.00 	0.00 	0.00 	0.00 	0.00 	5.63 	0.00 	0.03 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.02 	2.64 	11.85 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	5.62 	6.67 	0.71 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.08 	5.58 	38.54 	0.04 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.16 	0.00 	7.80 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	1.16 	9.95 	1.48 	0.14 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	1.78 	40.73 	0.00 	0.06 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.43 	1.97 	0.24 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	1.44 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.05 	0.00 	1.14 	6.47 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.10 	21.97 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	8.51 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.58 	0.30 	12.42 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	1.31 	7.03 	7.32 	1.09 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.33 	7.87 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.22 	23.36 	6.50 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	2.24 	5.28 	12.30 	5.55 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	3.06 	10.01 	3.43 	0.26 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.01 	0.00 	23.15 	12.61 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	9.39 	25.79 	4.54 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.91 	4.35 	43.77 	3.46 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	4.18 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 
M,NR,CDD,BG	0.00 	0.00 	0.00 	0.00 	0.08 	32.28 	104.20 	73.39 	6.76 	0.00 	0.00 	0.00 	0.00 	0.00 	0.18 	0.00 	2.21 	8.31 	86.38 	98.73 	7.76 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.09 	27.00 	78.47 	23.53 	0.17 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	3.53 	30.21 	44.39 	82.61 	1.91 	0.08 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	3.59 	30.21 	22.39 	1.53 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.21 	4.39 	29.03 	27.54 	0.28 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	2.61 	31.61 	26.87 	63.51 	3.52 	0.42 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	1.37 	52.95 	115.70 	74.88 	2.64 	0.02 	0.00 	0.00 	0.00 	0.00 	0.00 	0.04 	2.11 	31.36 	44.23 	79.95 	15.27 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.18 	14.73 	56.21 	38.66 	7.24 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.13 	21.71 	49.27 	107.71 	1.48 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	5.67 	67.92 	39.32 	15.65 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.01 	36.28 	137.98 	91.76 	8.30 	0.48 	0.00 	0.00 	0.00 	0.00 	0.00 	0.18 	0.78 	29.42 	32.37 	70.54 	1.20 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	5.45 	33.22 	63.20 	1.02 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.03 	6.36 	83.78 	79.83 	28.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.19 	0.38 	50.16 	65.27 	60.32 	8.82 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	37.18 	65.90 	86.17 	19.68 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.02 	14.81 	39.12 	62.33 	11.49 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	37.14 	46.55 	76.81 	3.32 	0.03 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	1.78 	10.06 	59.64 	74.75 	17.64 	2.06 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.08 	32.60 	94.21 	88.13 	2.18 	0.00 	0.00 	0.00 
M,NR,CDD,CY	0.00 	0.00 	0.00 	0.00 	13.81 	150.56 	236.10 	209.78 	119.26 	25.01 	0.00 	0.00 	0.00 	0.00 	0.00 	2.33 	46.26 	101.41 	199.53 	212.03 	110.39 	23.31 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	1.08 	114.73 	229.58 	205.72 	104.54 	25.51 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	49.53 	114.68 	217.79 	227.36 	94.49 	18.04 	0.38 	0.00 	0.00 	0.00 	0.00 	0.04 	2.66 	101.10 	210.00 	186.12 	101.66 	31.02 	0.20 	0.00 	0.00 	0.00 	0.00 	0.74 	16.01 	74.51 	197.17 	195.76 	105.03 	4.13 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	30.26 	105.53 	188.88 	207.95 	121.80 	9.45 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	21.12 	127.99 	225.80 	216.72 	106.08 	27.22 	0.22 	0.00 	0.00 	0.00 	0.00 	7.84 	24.15 	136.36 	215.25 	239.99 	107.86 	5.68 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	14.51 	140.47 	223.20 	210.81 	87.29 	41.99 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	20.86 	89.12 	187.49 	269.13 	148.40 	30.34 	0.19 	0.00 	0.00 	0.00 	0.00 	0.00 	12.00 	92.23 	202.90 	218.44 	136.59 	10.02 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	3.54 	118.86 	248.01 	243.62 	124.28 	36.09 	0.32 	0.00 	0.00 	0.00 	0.00 	6.34 	45.25 	107.92 	196.07 	224.70 	102.58 	4.46 	0.00 	0.00 	0.00 	0.00 	0.00 	1.42 	3.98 	99.78 	186.48 	217.52 	117.89 	7.08 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	15.13 	52.17 	183.04 	236.37 	160.23 	31.71 	0.00 	0.00 	0.00 	0.00 	0.00 	1.52 	14.22 	138.97 	229.83 	221.76 	120.45 	16.38 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	11.84 	103.69 	249.36 	208.03 	132.24 	6.22 	0.00 	0.00 	0.00 	0.00 	0.00 	1.65 	64.93 	115.06 	218.60 	220.08 	153.73 	38.13 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	41.51 	119.29 	198.44 	216.18 	132.93 	45.59 	0.06 	0.00 	0.00 	0.00 	0.00 	0.00 	62.87 	63.27 	202.20 	219.27 	191.06 	63.86 	0.00 	0.00 	0.00 	0.00 	0.00 	6.04 	30.04 	80.66 	241.49 	247.78 	113.21 	12.55 	0.69 	0.00 
M,NR,CDD,CZ	0.00 	0.00 	0.00 	0.00 	0.00 	8.19 	0.17 	8.17 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	2.88 	3.39 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	5.70 	3.40 	0.02 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	3.62 	10.20 	24.41 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.85 	2.12 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.56 	0.03 	11.81 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	4.03 	27.11 	0.16 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	1.23 	18.68 	1.84 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.03 	1.23 	1.14 	0.63 	0.19 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	3.65 	0.97 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	2.61 	24.10 	0.18 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.59 	12.23 	0.52 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	4.72 	10.78 	8.46 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	12.31 	14.32 	18.22 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	2.94 	5.86 	0.72 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.42 	32.49 	61.09 	3.23 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	5.49 	4.76 	0.27 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.32 	1.84 	5.15 	15.20 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.07 	0.49 	10.03 	35.29 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	18.87 	16.22 	3.87 	1.25 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.12 	1.13 	4.83 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	7.90 	1.76 	1.10 	0.00 	0.00 	0.00 	0.00 
M,NR,CDD,DE	0.00 	0.00 	0.00 	0.00 	0.00 	6.39 	0.01 	0.81 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.03 	1.82 	10.24 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	6.55 	5.60 	1.45 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.01 	4.81 	8.28 	38.60 	0.01 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.32 	0.61 	4.49 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	1.33 	3.97 	5.35 	0.01 	0.10 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	1.75 	34.48 	0.00 	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.12 	0.73 	8.94 	0.33 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.26 	0.48 	7.35 	1.61 	0.01 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.09 	0.01 	0.91 	3.42 	0.03 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.60 	31.57 	0.13 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.23 	1.90 	0.00 	6.52 	0.03 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.45 	1.89 	3.21 	10.40 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	8.34 	10.54 	9.00 	0.46 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	4.02 	6.22 	0.36 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.39 	27.86 	26.88 	0.47 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	3.93 	3.14 	7.72 	1.21 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.70 	3.49 	3.11 	1.89 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	1.69 	1.01 	22.15 	27.31 	0.19 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	17.47 	19.30 	8.82 	0.46 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.58 	1.02 	23.67 	0.14 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	10.34 	0.83 	0.36 	0.00 	0.00 	0.00 	0.00 
M,NR,CDD,DK	0.00 	0.00 	0.00 	0.00 	0.00 	0.65 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.34 	0.04 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.32 	0.10 	0.34 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.13 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.01 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.47 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.03 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.04 	0.04 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	2.25 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.31 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.21 	0.34 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	1.46 	0.06 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.05 	0.05 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.44 	0.03 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	11.66 	2.66 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.02 	1.77 	0.40 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.03 	0.00 	0.55 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.25 	0.50 	0.00 	0.00 	0.00 	0.00 	0.00 
M,NR,CDD,EE	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	6.39 	0.28 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	3.18 	2.30 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	12.44 	1.46 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	2.22 	5.26 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.53 	0.00 	0.00 	0.41 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.16 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	28.18 	14.81 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.22 	14.18 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	6.45 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.10 	0.72 	0.00 	2.56 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.15 	0.00 	3.56 	5.52 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	1.51 	0.01 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	18.79 	6.86 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.60 	0.73 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	1.67 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	14.31 	23.79 	0.00 	0.00 	0.00 	0.00 	0.00 
M,NR,CDD,EL	0.00 	0.00 	0.00 	0.01 	0.60 	42.08 	115.43 	93.67 	29.28 	0.32 	0.00 	0.00 	0.00 	0.00 	0.60 	0.01 	6.05 	35.73 	125.46 	132.92 	30.61 	1.19 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.05 	60.95 	128.26 	85.97 	8.12 	0.41 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.82 	78.24 	118.07 	134.40 	18.53 	5.58 	0.21 	0.00 	0.00 	0.00 	0.00 	0.03 	0.09 	34.98 	102.00 	83.35 	19.53 	1.38 	0.06 	0.00 	0.00 	0.00 	0.00 	0.02 	0.33 	22.84 	111.96 	96.00 	19.56 	0.01 	0.00 	0.02 	0.00 	0.00 	0.00 	0.12 	8.20 	60.25 	77.87 	127.92 	16.01 	0.22 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	1.45 	84.46 	148.13 	134.32 	18.91 	0.55 	0.02 	0.00 	0.00 	0.00 	0.00 	1.30 	6.44 	69.99 	118.96 	137.15 	40.89 	0.65 	0.21 	0.00 	0.00 	0.00 	0.00 	0.00 	3.97 	37.26 	122.64 	102.63 	18.70 	0.75 	0.00 	0.00 	0.00 	0.00 	0.00 	0.02 	6.31 	48.22 	114.66 	164.34 	16.19 	1.55 	0.08 	0.03 	0.00 	0.00 	0.00 	0.00 	0.12 	27.07 	126.01 	112.59 	55.22 	0.05 	0.00 	0.00 	0.00 	0.00 	0.00 	0.05 	0.28 	77.60 	182.49 	151.76 	31.74 	4.49 	0.27 	0.00 	0.00 	0.00 	0.00 	0.08 	8.40 	53.00 	99.86 	139.03 	23.05 	0.79 	0.00 	0.00 	0.00 	0.00 	0.00 	0.33 	1.38 	40.50 	90.52 	119.86 	18.71 	1.49 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.65 	16.53 	131.76 	127.79 	54.03 	0.49 	0.00 	0.00 	0.00 	0.00 	0.00 	0.09 	2.67 	78.39 	129.88 	117.14 	24.51 	1.21 	0.05 	0.00 	0.00 	0.00 	0.00 	0.00 	2.69 	55.11 	129.09 	135.61 	31.23 	0.01 	0.00 	0.00 	0.00 	0.00 	0.00 	0.24 	4.41 	42.69 	113.19 	115.56 	36.08 	0.29 	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0.72 	85.12 	109.01 	146.52 	30.31 	1.38 	0.03 	0.00 	0.00 	0.00 	0.00 	0.00 	15.25 	30.61 	114.53 	121.54 	55.73 	7.27 	0.00 	0.00 	0.00 	0.00 	0.00 	0.39 	3.31 	62.13 	163.41 	167.45 	23.75 	0.08 	0.00 	0.00 
